train/ent_coef_loss,train/ent_coef,time/episodes,train/actor_loss,rollout/ep_len_mean,train/n_updates,train/learning_rate,rollout/success_rate,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps
-8.710865020751953,0.14449162781238556,148,-16.814403533935547,45.99,6522,0.0003,0.12,0.3591659665107727,6623,-10.92567897,604,10
-9.071952819824219,0.1381610631942749,152,-16.670055389404297,45.53,6676,0.0003,0.13,0.8741242289543152,6777,-10.901225329999997,622,10
-8.982213020324707,0.13035175204277039,156,-16.971668243408203,45.95,6876,0.0003,0.12,0.10525235533714294,6977,-11.062279119999998,653,10
-9.471866607666016,0.12297649681568146,160,-16.276193618774414,45.95,7076,0.0003,0.12,0.294474333524704,7177,-10.96724554,681,10
-9.658689498901367,0.11766223609447479,164,-16.43370819091797,45.95,7228,0.0003,0.12,0.12234386056661606,7329,-10.964685509999999,705,10
-9.747218132019043,0.1110239326953888,168,-16.420122146606445,46.0,7428,0.0003,0.11,0.09916938841342926,7529,-10.969166289999999,734,10
-9.96971321105957,0.10815006494522095,172,-16.126615524291992,45.38,7518,0.0003,0.13,0.1659431755542755,7619,-10.69524327,749,10
-9.94830322265625,0.10205355286598206,176,-16.112361907958984,45.38,7718,0.0003,0.13,0.2531142830848694,7819,-10.649285379999998,774,10
-9.939067840576172,0.09882447868585587,180,-16.06892967224121,44.49,7829,0.0003,0.15,0.11894002556800842,7930,-10.32949779,786,10
-10.342635154724121,0.09326513111591339,184,-15.586624145507812,44.49,8029,0.0003,0.15,0.882485568523407,8130,-10.254626999999997,814,9
-10.121187210083008,0.08804488927125931,188,-15.653082847595215,45.3,8229,0.0003,0.13,0.12016017735004425,8330,-10.467116670000001,840,9
-10.321775436401367,0.08430065959692001,192,-15.60071849822998,45.29,8380,0.0003,0.13,0.5746599435806274,8481,-10.38093844,860,9
-10.73870849609375,0.08224277198314667,196,-15.518021583557129,44.15,8466,0.0003,0.16,0.08997893333435059,8567,-10.139541779999998,871,9
-10.42830753326416,0.07766296714544296,200,-15.3248872756958,44.15,8666,0.0003,0.16,0.47904959321022034,8767,-10.12913946,892,9
-10.783323287963867,0.07336792349815369,204,-15.115804672241211,44.48,8866,0.0003,0.15,0.114445760846138,8967,-10.253323210000001,904,9
-10.813039779663086,0.06931363791227341,208,-15.09465503692627,44.48,9066,0.0003,0.15,0.4406219720840454,9167,-10.312151629999999,919,9
-11.094354629516602,0.06552675366401672,212,-14.786781311035156,44.92,9266,0.0003,0.14,0.38063332438468933,9367,-10.41752094,933,10
-10.372971534729004,0.061940889805555344,216,-14.660873413085938,44.92,9466,0.0003,0.14,0.1461949646472931,9567,-10.45941893,946,10
-10.988500595092773,0.059720925986766815,220,-14.674461364746094,44.49,9597,0.0003,0.15,0.10989701747894287,9698,-10.36626371,958,10
-10.520355224609375,0.056497856974601746,224,-14.554651260375977,44.49,9797,0.0003,0.15,0.10185673832893372,9898,-10.35811696,974,10
