rollout/ep_len_mean,time/episodes,train/critic_loss,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/actor_loss,time/fps,train/ent_coef_loss,rollout/success_rate,time/time_elapsed,train/ent_coef
44.38,160,0.208225280046463,7002,-44.25,7103,0.002,16.377073287963867,11,-0.3902524709701538,0.13,632,0.023751214146614075
44.08,164,0.13496732711791992,7172,-43.94,7273,0.002,18.17108726501465,11,-0.749971866607666,0.14,646,0.02668597362935543
43.29,168,0.13895463943481445,7293,-43.13,7394,0.002,18.60284996032715,11,-1.8197468519210815,0.16,654,0.02579384855926037
43.29,172,0.22487762570381165,7493,-43.13,7594,0.002,17.75349235534668,11,-0.7573386430740356,0.16,669,0.02332194335758686
42.82,176,0.37245994806289673,7646,-42.65,7747,0.002,18.687143325805664,11,-0.6088966727256775,0.17,678,0.02094465307891369
42.82,180,0.14193370938301086,7846,-42.65,7947,0.002,18.667404174804688,11,1.0919218063354492,0.17,690,0.020692996680736542
41.9,184,0.15645235776901245,7954,-41.71,8055,0.002,18.390661239624023,11,0.39378347992897034,0.19,697,0.019787881523370743
42.29,188,0.24565500020980835,8146,-42.1,8247,0.002,18.153125762939453,11,1.7332671880722046,0.19,716,0.022013740614056587
41.85,192,0.21866492927074432,8302,-41.65,8403,0.002,19.905803680419922,11,0.04022356495261192,0.2,730,0.023137664422392845
40.88,196,0.21491369605064392,8405,-40.66,8506,0.002,19.505352020263672,11,-0.3230994641780853,0.22,737,0.023140741512179375
41.29,200,0.23414909839630127,8605,-41.08,8706,0.002,20.284013748168945,11,0.035344213247299194,0.21,754,0.025958186015486717
39.48,204,0.23854123055934906,8624,-39.23,8725,0.002,20.904827117919922,11,0.5680966973304749,0.25,755,0.025933826342225075
38.58,208,0.2445148527622223,8734,-38.31,8835,0.002,20.342906951904297,11,-0.49754321575164795,0.27,763,0.02580428682267666
38.13,212,0.28786182403564453,8889,-37.85,8990,0.002,21.04319190979004,11,-0.7838051319122314,0.28,775,0.02354487217962742
38.19,216,0.27827543020248413,9046,-37.91,9147,0.002,21.612863540649414,11,0.3971482813358307,0.28,787,0.027034370228648186
37.76,220,0.3990544080734253,9203,-37.47,9304,0.002,21.267597198486328,11,0.10935115814208984,0.29,798,0.025419920682907104
37.8,224,0.28799861669540405,9359,-37.51,9460,0.002,21.78030014038086,11,-0.09060236811637878,0.29,809,0.028924431651830673
37.94,228,0.3753005862236023,9524,-37.65,9625,0.002,21.814268112182617,11,-0.13607452809810638,0.29,820,0.03099723905324936
37.45,232,0.9957152605056763,9630,-37.15,9731,0.002,22.61684799194336,11,-0.5164518356323242,0.3,827,0.03071730025112629
37.68,236,0.7171269655227661,9790,-37.39,9891,0.002,22.793869018554688,11,0.10585540533065796,0.29,836,0.02808183617889881
36.31,240,0.3550652265548706,9809,-35.99,9910,0.002,22.784255981445312,11,1.0974804162979126,0.32,837,0.02799789048731327
35.83,244,0.42574793100357056,9914,-35.5,10015,0.002,22.57264518737793,11,0.18058723211288452,0.33,844,0.02713228017091751
34.92,248,0.40000540018081665,10023,-34.57,10124,0.002,21.302387237548828,11,1.0179400444030762,0.35,851,0.029251258820295334
34.34,252,1.733615756034851,10116,-33.97,10217,0.002,22.063602447509766,11,-0.285028874874115,0.37,855,0.03171958774328232
34.66,256,0.4549158811569214,10314,-34.29,10415,0.002,22.813556671142578,12,-0.181509867310524,0.37,867,0.03279826045036316
34.25,260,0.42385396361351013,10427,-33.87,10528,0.002,23.248992919921875,12,1.445687174797058,0.38,873,0.03321605548262596
34.17,264,0.4527236521244049,10589,-33.79,10690,0.002,23.80536651611328,12,0.2166563868522644,0.38,882,0.031974274665117264
34.96,268,1.085094690322876,10789,-34.6,10890,0.002,23.928918838500977,12,-0.789121687412262,0.36,894,0.034319423139095306
33.36,272,0.42199745774269104,10829,-32.96,10930,0.002,23.299467086791992,12,-0.2627052068710327,0.4,896,0.033426858484745026
33.37,276,0.4630931317806244,10983,-32.97,11084,0.002,23.904754638671875,12,0.8041822910308838,0.4,904,0.03504764661192894
32.45,280,0.44975507259368896,11091,-32.03,11192,0.002,23.8430233001709,12,-1.5248298645019531,0.42,911,0.036795057356357574
32.58,284,0.8169231414794922,11212,-32.16,11313,0.002,23.16832733154297,12,0.15442198514938354,0.42,917,0.033250220119953156
32.27,288,1.0251461267471313,11373,-31.85,11474,0.002,24.28399658203125,12,-0.15588486194610596,0.42,925,0.03302985429763794
32.32,292,4.202764987945557,11534,-31.9,11635,0.002,25.085224151611328,12,-0.22722668945789337,0.42,933,0.03254004940390587
33.29,296,0.5318848490715027,11734,-32.89,11835,0.002,23.673078536987305,12,0.3692314028739929,0.4,944,0.03535638377070427
31.95,300,1.1512794494628906,11800,-31.52,11901,0.002,24.31026268005371,12,-0.5084890127182007,0.43,946,0.034333743155002594
33.02,304,0.48103296756744385,11926,-32.61,12027,0.002,24.123046875,12,0.275132954120636,0.41,953,0.033707838505506516
33.38,308,0.9468312859535217,12072,-32.97,12173,0.002,25.135257720947266,12,-0.14270076155662537,0.41,959,0.0354795940220356
33.06,312,0.7290858030319214,12195,-32.64,12296,0.002,26.277156829833984,12,0.014655083417892456,0.42,965,0.030749430879950523
32.14,316,0.5249528288841248,12260,-31.7,12361,0.002,25.30599594116211,12,-0.18899527192115784,0.44,968,0.032452795654535294
31.75,320,4.378260612487793,12378,-31.3,12479,0.002,25.009178161621094,12,-1.6455320119857788,0.45,974,0.03325483202934265
31.77,324,0.6440516114234924,12536,-31.32,12637,0.002,25.238805770874023,12,-0.43674173951148987,0.45,981,0.03152110427618027
30.71,328,5.676024913787842,12595,-30.24,12696,0.002,25.80029296875,12,0.45942217111587524,0.47,984,0.032943885773420334
31.24,332,0.8806596398353577,12754,-30.78,12855,0.002,24.091920852661133,12,-0.3474152684211731,0.46,993,0.03843212500214577
30.23,336,0.6030286550521851,12813,-29.75,12914,0.002,25.68243980407715,12,0.021521534770727158,0.48,996,0.03725852444767952
30.21,340,0.5504013895988464,12830,-29.73,12931,0.002,25.2572021484375,12,-0.5284656882286072,0.48,997,0.03717922046780586
29.78,344,0.6303783059120178,12892,-29.29,12993,0.002,25.058914184570312,12,0.8677510619163513,0.49,1000,0.037732332944869995
29.8,348,0.891498327255249,13003,-29.31,13104,0.002,23.09935760498047,13,0.5219139456748962,0.49,1004,0.038697268813848495
29.63,352,0.8504093289375305,13079,-29.14,13180,0.002,23.020517349243164,13,0.937353253364563,0.49,1007,0.038274507969617844
27.85,356,1.4862722158432007,13099,-27.33,13200,0.002,25.211687088012695,13,-0.15692637860774994,0.52,1008,0.039163846522569656
27.74,360,1.047252893447876,13201,-27.21,13302,0.002,25.12848663330078,13,-0.08501823246479034,0.53,1012,0.03576556220650673
27.48,364,0.933486819267273,13337,-26.94,13438,0.002,24.676347732543945,13,0.1003916785120964,0.54,1019,0.03464723378419876
25.64,368,0.699432373046875,13353,-25.06,13454,0.002,26.389759063720703,13,0.06382189691066742,0.58,1020,0.0344829186797142
26.77,372,1.1677414178848267,13506,-26.22,13607,0.002,24.848894119262695,13,1.2772539854049683,0.55,1026,0.03803505375981331
26.12,376,0.8544127941131592,13595,-25.55,13696,0.002,23.329986572265625,13,0.345993310213089,0.57,1030,0.038338158279657364
25.68,380,1.0941126346588135,13659,-25.1,13760,0.002,25.28380584716797,13,-0.1774844229221344,0.58,1032,0.03818541392683983
24.71,384,0.9111142754554749,13683,-24.11,13784,0.002,24.89222526550293,13,-0.1585729867219925,0.6,1033,0.03801596164703369
23.76,388,4.321033477783203,13749,-23.14,13850,0.002,25.16059112548828,13,0.07173627614974976,0.62,1036,0.03921293839812279
22.3,392,0.786645770072937,13764,-21.65,13865,0.002,24.37132453918457,13,1.0823596715927124,0.65,1037,0.03974747285246849
21.39,396,3.106107711791992,13873,-20.72,13974,0.002,25.3671817779541,13,0.1841496378183365,0.67,1041,0.03856181725859642
22.26,400,0.7095457315444946,14026,-21.61,14127,0.002,24.14870834350586,13,0.012709878385066986,0.65,1048,0.039285432547330856
22.05,404,1.170912504196167,14131,-21.4,14232,0.002,23.51600456237793,13,0.384974867105484,0.65,1052,0.037593089044094086
21.38,408,1.2104406356811523,14210,-20.72,14311,0.002,24.559545516967773,13,0.004155263304710388,0.66,1056,0.038861777633428574
20.97,412,0.6870322227478027,14292,-20.3,14393,0.002,25.438671112060547,13,-1.1780757904052734,0.67,1059,0.039156220853328705
21.39,416,1.0462675094604492,14399,-20.73,14500,0.002,23.936386108398438,13,0.02908603847026825,0.66,1063,0.038739416748285294
20.89,420,1.5795543193817139,14467,-20.22,14568,0.002,25.411048889160156,13,-1.518345594406128,0.67,1066,0.037537120282649994
19.63,424,0.8842896819114685,14499,-18.93,14600,0.002,24.141807556152344,13,-0.059210702776908875,0.7,1067,0.0352935791015625
19.38,428,0.784157931804657,14533,-18.67,14634,0.002,24.248533248901367,13,0.12513777613639832,0.71,1069,0.03539828583598137
19.0,432,0.9031441807746887,14654,-18.28,14755,0.002,25.642683029174805,13,-0.26929423213005066,0.72,1074,0.03720531612634659
18.99,436,1.1849087476730347,14712,-18.27,14813,0.002,24.21587371826172,13,0.7070566415786743,0.72,1076,0.03781401738524437
19.16,440,1.182420253753662,14746,-18.44,14847,0.002,25.820884704589844,13,0.04114493727684021,0.72,1078,0.03820464387536049
19.17,444,0.7902989387512207,14809,-18.45,14910,0.002,24.26801300048828,13,-0.19387447834014893,0.72,1080,0.03931292146444321
18.67,448,1.0933811664581299,14870,-17.94,14971,0.002,25.140785217285156,13,-0.013574853539466858,0.73,1083,0.039422888308763504
18.35,452,2.0355679988861084,14914,-17.61,15015,0.002,24.782072067260742,13,0.50534987449646,0.74,1085,0.038669683039188385
18.73,456,1.3062386512756348,14972,-18.0,15073,0.002,24.486482620239258,13,0.5254981517791748,0.73,1088,0.039181191474199295
18.49,460,2.2424428462982178,15050,-17.75,15151,0.002,25.4520263671875,13,0.4601336419582367,0.74,1092,0.03981631249189377
17.26,464,3.9375078678131104,15063,-16.5,15164,0.002,24.588438034057617,13,0.8323521018028259,0.76,1093,0.04059237614274025
17.36,468,0.8311871290206909,15089,-16.6,15190,0.002,24.315534591674805,13,-0.9098947644233704,0.76,1094,0.04208603501319885
16.43,472,1.0399466753005981,15149,-15.64,15250,0.002,24.494768142700195,13,0.8281928300857544,0.79,1097,0.04199174791574478
16.23,476,0.8230389356613159,15218,-15.44,15319,0.002,24.640621185302734,13,-0.6146312952041626,0.79,1101,0.04454462602734566
15.74,480,1.4708870649337769,15233,-14.94,15334,0.002,25.00827407836914,13,0.0456763356924057,0.8,1101,0.044226501137018204
15.87,484,1.1916087865829468,15270,-15.07,15371,0.002,24.536373138427734,13,-0.6521437168121338,0.8,1103,0.04371195659041405
15.78,488,1.0609076023101807,15327,-14.98,15428,0.002,25.441120147705078,13,-1.121328592300415,0.8,1106,0.04291059076786041
16.27,492,1.1246237754821777,15391,-15.48,15492,0.002,24.0456600189209,13,1.0898056030273438,0.79,1109,0.04336339235305786
15.52,496,2.801234006881714,15425,-14.71,15526,0.002,24.57647705078125,13,-0.42982229590415955,0.81,1110,0.043989088386297226
14.65,500,2.175522804260254,15491,-13.82,15592,0.002,24.11956787109375,13,-0.08168815076351166,0.83,1114,0.042717330157756805
13.76,504,2.6247801780700684,15507,-12.91,15608,0.002,24.5770263671875,13,0.08654256165027618,0.85,1114,0.041861291974782944
13.83,508,0.933663010597229,15593,-12.98,15694,0.002,24.88210678100586,14,-0.7756758332252502,0.85,1119,0.04423714056611061
13.65,512,1.0612820386886597,15657,-12.8,15758,0.002,25.29300880432129,14,-0.030664384365081787,0.85,1122,0.04426794871687889
12.77,516,7.567429542541504,15676,-11.9,15777,0.002,24.451934814453125,14,0.9010492563247681,0.87,1123,0.0444880872964859
12.41,520,0.8515386581420898,15708,-11.53,15809,0.002,25.16600799560547,14,-0.22508054971694946,0.88,1124,0.04570886492729187
12.88,524,2.361758232116699,15787,-12.01,15888,0.002,24.128267288208008,14,0.7072248458862305,0.87,1128,0.044941145926713943
13.23,528,2.150149345397949,15856,-12.37,15957,0.002,21.680166244506836,14,0.554154098033905,0.86,1132,0.0477542020380497
