train/actor_loss,train/n_updates,time/episodes,time/time_elapsed,time/total_timesteps,train/critic_loss,rollout/success_rate,time/fps,train/ent_coef_loss,rollout/ep_len_mean,train/ent_coef,train/learning_rate,rollout/ep_rew_mean
-5.3079962730407715,6738,152,1112,6839,0.3134879469871521,0.19,6,-5.793361663818359,42.8,0.14608794450759888,0.0003,-42.61
-5.776836395263672,6819,156,1125,6920,0.16169854998588562,0.22,6,-6.189938545227051,41.61,0.1429472267627716,0.0003,-41.39
-5.877206802368164,6939,160,1142,7040,0.5016235113143921,0.24,6,-6.122959613800049,40.81,0.13846996426582336,0.0003,-40.57
-5.2300848960876465,7097,164,1164,7198,0.18552742898464203,0.24,6,-6.370237350463867,40.62,0.1327863186597824,0.0003,-40.38
-4.78687858581543,7214,168,1178,7315,0.3386130928993225,0.25,6,-6.344342231750488,39.91,0.12867440283298492,0.0003,-39.66
-4.968698501586914,7284,172,1190,7385,0.34528470039367676,0.28,6,-6.957465171813965,38.61,0.12631669640541077,0.0003,-38.33
-5.436652660369873,7403,176,1207,7504,0.2201918065547943,0.28,6,-6.101277828216553,38.74,0.12236293405294418,0.0003,-38.46
-5.4197001457214355,7438,180,1211,7539,0.23274335265159607,0.32,6,-6.62560510635376,37.09,0.12123951315879822,0.0003,-36.77
-4.912319183349609,7552,184,1228,7653,0.21470925211906433,0.33,6,-6.513968467712402,36.64,0.11759296804666519,0.0003,-36.31
-4.565898895263672,7658,188,1250,7759,0.20177355408668518,0.35,6,-6.709680557250977,36.09,0.11433819681406021,0.0003,-35.74
-4.29252290725708,7679,192,1257,7780,0.26528942584991455,0.38,6,-6.534943580627441,34.78,0.11369746923446655,0.0003,-34.4
-4.6147379875183105,7753,196,1276,7854,0.19750285148620605,0.41,6,-6.459026336669922,33.52,0.11146619915962219,0.0003,-33.11
-4.145296096801758,7783,200,1286,7884,0.19783975183963776,0.45,6,-6.604402542114258,31.82,0.11057551205158234,0.0003,-31.37
-4.271821022033691,7876,204,1311,7977,0.24268829822540283,0.48,6,-6.420548915863037,30.75,0.10787636786699295,0.0003,-30.27
-3.825235605239868,7963,208,1335,8064,0.22121690213680267,0.5,6,-5.677361011505127,30.03,0.10539829730987549,0.0003,-29.53
-3.7093253135681152,8040,212,1357,8141,0.2394714057445526,0.53,5,-6.587862968444824,28.8,0.10328984260559082,0.0003,-28.27
-3.2733662128448486,8114,216,1374,8215,0.2555072009563446,0.56,5,-6.400517463684082,27.54,0.10130909085273743,0.0003,-26.98
-3.225639820098877,8185,220,1397,8286,0.33652547001838684,0.58,5,-6.334957599639893,26.65,0.09944161027669907,0.0003,-26.07
-3.4618263244628906,8221,224,1405,8322,0.3765125870704651,0.6,5,-6.401821613311768,25.9,0.09850624948740005,0.0003,-25.3
-3.8346333503723145,8250,228,1414,8351,0.28371772170066833,0.63,5,-5.921984672546387,24.39,0.09776434302330017,0.0003,-23.76
-3.352475166320801,8299,232,1424,8400,0.21196241676807404,0.67,5,-6.363003253936768,22.88,0.09653725475072861,0.0003,-22.21
-3.556872606277466,8337,236,1430,8438,0.40726804733276367,0.71,5,-6.05051851272583,21.26,0.0955960676074028,0.0003,-20.55
-3.7040717601776123,8401,240,1439,8502,0.3968457877635956,0.72,5,-6.050369739532471,21.17,0.09401338547468185,0.0003,-20.45
-2.582940101623535,8499,244,1463,8600,0.3730468153953552,0.74,5,-5.842329025268555,20.6,0.09168563783168793,0.0003,-19.86
-2.707127094268799,8584,248,1485,8685,0.303745299577713,0.75,5,-6.18641471862793,20.3,0.08972888439893723,0.0003,-19.55
-2.9299633502960205,8656,252,1498,8757,0.3728722333908081,0.77,5,-6.2177863121032715,19.18,0.08809496462345123,0.0003,-18.41
-3.2820844650268555,8688,256,1503,8789,0.3313038945198059,0.78,5,-5.669851779937744,18.69,0.08739490061998367,0.0003,-17.91
-2.623835325241089,8715,260,1507,8816,0.2549753189086914,0.8,5,-6.1947221755981445,17.76,0.08680011332035065,0.0003,-16.96
-2.6804583072662354,8748,264,1511,8849,0.273012638092041,0.83,5,-6.412800312042236,16.51,0.08606969565153122,0.0003,-15.68
-3.052088975906372,8768,268,1513,8869,0.2957983613014221,0.85,5,-6.4629011154174805,15.54,0.08563829213380814,0.0003,-14.69
-2.41363525390625,8832,272,1521,8933,0.3717777729034424,0.85,5,-6.106802463531494,15.48,0.0842563733458519,0.0003,-14.63
-3.2245662212371826,8903,276,1532,9004,0.5094428658485413,0.86,5,-6.141448020935059,15.0,0.08277816325426102,0.0003,-14.14
-2.3670318126678467,8940,280,1536,9041,0.46352657675743103,0.86,5,-5.841186046600342,15.02,0.08203549683094025,0.0003,-14.16
-2.801013469696045,8979,284,1541,9080,0.29388052225112915,0.88,5,-5.507687568664551,14.27,0.08124838024377823,0.0003,-13.39
-2.485386610031128,9020,288,1549,9121,0.6333729028701782,0.89,5,-5.8199310302734375,13.62,0.08043047785758972,0.0003,-12.73
-2.2427632808685303,9038,292,1552,9139,0.29277902841567993,0.89,5,-5.781825542449951,13.59,0.08007559925317764,0.0003,-12.7
-3.0835189819335938,9111,296,1564,9212,0.4527949392795563,0.89,5,-5.36407470703125,13.58,0.07864123582839966,0.0003,-12.69
-2.8639421463012695,9144,300,1569,9245,0.27458906173706055,0.89,5,-6.02643346786499,13.61,0.07800298184156418,0.0003,-12.72
-2.3708248138427734,9184,304,1575,9285,0.5391933917999268,0.9,5,-5.996313095092773,13.08,0.0772273913025856,0.0003,-12.18
-2.136099100112915,9216,308,1579,9317,0.3591066002845764,0.91,5,-5.445653915405273,12.53,0.07663188129663467,0.0003,-11.62
-1.8362326622009277,9238,312,1582,9339,0.40606141090393066,0.92,5,-5.716358661651611,11.98,0.07621948421001434,0.0003,-11.06
-2.057115077972412,9266,316,1585,9367,0.23586007952690125,0.93,5,-5.785028457641602,11.52,0.07570084184408188,0.0003,-10.59
-2.025789737701416,9352,320,1596,9453,0.4946831464767456,0.93,5,-5.779675006866455,11.67,0.07411809265613556,0.0003,-10.74
-1.8294763565063477,9373,324,1599,9474,0.2939077317714691,0.93,5,-6.241915702819824,11.52,0.0737433061003685,0.0003,-10.59
-2.5069072246551514,9392,328,1603,9493,0.3572400212287903,0.93,5,-5.1550493240356445,11.42,0.07339168339967728,0.0003,-10.49
-1.5480878353118896,9418,332,1608,9519,0.3257129192352295,0.93,5,-5.317156791687012,11.19,0.07292616367340088,0.0003,-10.26
-1.082512617111206,9460,336,1615,9561,0.4761604964733124,0.93,5,-5.566255569458008,11.23,0.07218854129314423,0.0003,-10.3
-1.9041504859924316,9511,340,1625,9612,0.23369333148002625,0.93,5,-5.752227783203125,11.1,0.07129494100809097,0.0003,-10.17
-1.4021483659744263,9579,344,1637,9680,0.25676119327545166,0.93,5,-5.1075921058654785,10.8,0.07010868191719055,0.0003,-9.87
-1.0452420711517334,9606,348,1641,9707,0.335085928440094,0.94,5,-5.3769989013671875,10.22,0.06966393440961838,0.0003,-9.28
-1.274674892425537,9635,352,1646,9736,0.29441627860069275,0.95,5,-5.420438766479492,9.79,0.0691915974020958,0.0003,-8.84
-0.617139995098114,9713,356,1659,9814,0.4175471067428589,0.94,5,-4.763362884521484,10.25,0.06792572885751724,0.0003,-9.31
-1.3596481084823608,9735,360,1663,9836,0.511115550994873,0.94,5,-4.820444107055664,10.2,0.06757669895887375,0.0003,-9.26
-1.386988639831543,9781,364,1670,9882,0.32870766520500183,0.94,5,-5.656963348388672,10.33,0.06684932112693787,0.0003,-9.39
-1.5298370122909546,9811,368,1675,9912,0.644892692565918,0.94,5,-4.839142799377441,10.43,0.06636625528335571,0.0003,-9.49
-1.6974995136260986,9888,372,1688,9989,0.3489621579647064,0.94,5,-5.132203102111816,10.56,0.06517601013183594,0.0003,-9.62
-1.5885331630706787,9917,376,1693,10018,0.42551568150520325,0.95,5,-4.223535537719727,10.14,0.0647321343421936,0.0003,-9.19
-1.0659515857696533,9952,380,1699,10053,0.2694171667098999,0.95,5,-5.339972972869873,10.12,0.06420532613992691,0.0003,-9.17
-1.649216890335083,9987,384,1704,10088,0.33334195613861084,0.95,5,-5.239344596862793,10.08,0.0636807382106781,0.0003,-9.13
-1.17972993850708,10058,388,1715,10159,0.31963521242141724,0.94,5,-5.086630821228027,10.38,0.06262409687042236,0.0003,-9.44
-1.8425530195236206,10082,392,1719,10183,0.3517526388168335,0.94,5,-4.789094924926758,10.44,0.0622701570391655,0.0003,-9.5
-1.3105189800262451,10106,396,1723,10207,0.46672895550727844,0.95,5,-4.5759100914001465,9.95,0.06192393973469734,0.0003,-9.0
-1.1530097723007202,10133,400,1727,10234,0.3790477216243744,0.95,5,-5.285984039306641,9.89,0.061532024294137955,0.0003,-8.94
-1.0424546003341675,10249,404,1752,10350,0.4238615036010742,0.93,5,-5.057039737701416,10.65,0.05990150198340416,0.0003,-9.72
-0.9428698420524597,10274,408,1760,10375,0.4353451728820801,0.93,5,-3.934530735015869,10.58,0.05956310033798218,0.0003,-9.65
-1.2901685237884521,10297,412,1766,10398,0.38099026679992676,0.93,5,-4.501819610595703,10.59,0.059254858642816544,0.0003,-9.66
-1.000627040863037,10337,416,1775,10438,0.3572835326194763,0.93,5,-4.59966516494751,10.71,0.05873746797442436,0.0003,-9.78
-1.0489025115966797,10376,420,1785,10477,0.4780697822570801,0.94,5,-4.630222320556641,10.24,0.05822569131851196,0.0003,-9.3
-0.37426432967185974,10405,424,1792,10506,0.27894127368927,0.94,5,-4.813113212585449,10.32,0.05784974619746208,0.0003,-9.38
-0.5612398982048035,10441,428,1800,10542,0.368828684091568,0.94,5,-4.7892961502075195,10.49,0.057385217398405075,0.0003,-9.55
-0.9689576029777527,10466,432,1809,10567,0.32844942808151245,0.94,5,-5.166471481323242,10.48,0.057059887796640396,0.0003,-9.54
-1.4154621362686157,10509,436,1821,10610,0.41864800453186035,0.94,5,-5.4527153968811035,10.49,0.056496430188417435,0.0003,-9.55
-0.923162579536438,10536,440,1827,10637,0.39718711376190186,0.94,5,-4.3763532638549805,10.25,0.05614178255200386,0.0003,-9.31
-0.9541746973991394,10603,444,1847,10704,0.32274073362350464,0.94,5,-4.5214314460754395,10.24,0.05532092973589897,0.0003,-9.3
-1.0576231479644775,10625,448,1855,10726,0.378850519657135,0.94,5,-4.561841011047363,10.19,0.05504406616091728,0.0003,-9.25
-0.9159090518951416,10648,452,1862,10749,0.3940450847148895,0.94,5,-4.0570878982543945,10.13,0.054756153374910355,0.0003,-9.19
-1.075209617614746,10779,456,1896,10880,0.37521955370903015,0.93,5,-3.610987901687622,10.66,0.05317329987883568,0.0003,-9.73
-0.2139408439397812,10807,460,1900,10908,0.46878838539123535,0.93,5,-4.152897834777832,10.72,0.052859675139188766,0.0003,-9.79
-0.20832949876785278,10868,464,1911,10969,0.5511634349822998,0.92,5,-3.3413097858428955,10.87,0.05216972157359123,0.0003,-9.95
-0.5281071662902832,10897,468,1916,10998,0.4244881272315979,0.92,5,-3.511930465698242,10.86,0.05186229944229126,0.0003,-9.94
-0.9018344879150391,10926,472,1920,11027,0.3937416076660156,0.93,5,-4.337886810302734,10.38,0.05154523253440857,0.0003,-9.45
-0.2537020742893219,10954,476,1925,11055,0.3402838706970215,0.93,5,-4.695516109466553,10.37,0.05123992636799812,0.0003,-9.44
-0.5634801983833313,10981,480,1929,11082,0.25909921526908875,0.93,5,-4.401679992675781,10.29,0.05094434693455696,0.0003,-9.36
-0.4411417841911316,11000,484,1933,11101,0.30392852425575256,0.93,5,-3.826536178588867,10.13,0.050736505538225174,0.0003,-9.2
-0.00851142406463623,11070,488,1944,11171,0.3187639117240906,0.93,5,-3.716170310974121,10.12,0.05002523958683014,0.0003,-9.19
-0.3612544536590576,11141,492,1955,11242,0.3307926058769226,0.92,5,-3.4102485179901123,10.59,0.04929455742239952,0.0003,-9.67
-0.5245389938354492,11163,496,1958,11264,0.3317244350910187,0.92,5,-3.0622406005859375,10.57,0.04908313602209091,0.0003,-9.65
-0.38908320665359497,11193,500,1963,11294,0.366798996925354,0.92,5,-3.0790228843688965,10.6,0.04879014194011688,0.0003,-9.68
-0.7552956342697144,11222,504,1968,11323,0.4088582396507263,0.94,5,-3.3417887687683105,9.73,0.048508696258068085,0.0003,-8.79
0.14424528181552887,11241,508,1971,11342,0.3004586398601532,0.94,5,-3.351468086242676,9.67,0.04831383004784584,0.0003,-8.73
-0.1389889419078827,11263,512,1975,11364,0.4559146463871002,0.94,5,-4.257458209991455,9.66,0.048097025603055954,0.0003,-8.72
0.5510241389274597,11330,516,1987,11431,0.342652827501297,0.93,5,-3.6724131107330322,9.93,0.047426167875528336,0.0003,-9.0
0.014131203293800354,11403,520,1998,11504,0.35894775390625,0.92,5,-3.362877368927002,10.27,0.04674103856086731,0.0003,-9.35
-0.9000465273857117,11426,524,2002,11527,0.33652985095977783,0.92,5,-3.9403162002563477,10.21,0.04652702063322067,0.0003,-9.29
-0.16536611318588257,11446,528,2005,11547,0.47321927547454834,0.92,5,-3.292248010635376,10.05,0.04633171856403351,0.0003,-9.13
-0.33342301845550537,11473,532,2009,11574,0.3677571713924408,0.92,5,-3.2418086528778076,10.07,0.046098556369543076,0.0003,-9.15
-0.17329087853431702,11493,536,2012,11594,0.5194222331047058,0.92,5,-3.594693183898926,9.84,0.04593377932906151,0.0003,-8.92
-0.13733668625354767,11523,540,2017,11624,0.3477286100387573,0.92,5,-2.7646846771240234,9.87,0.04567793384194374,0.0003,-8.95
-0.09914092719554901,11551,544,2021,11652,0.3515036106109619,0.93,5,-3.2994539737701416,9.48,0.0454445406794548,0.0003,-8.55
0.017769254744052887,11620,548,2032,11721,0.36583274602890015,0.92,5,-3.203451633453369,9.95,0.044851820915937424,0.0003,-9.03
0.016664398834109306,11643,552,2036,11744,0.3553931713104248,0.92,5,-3.065608024597168,9.95,0.04466771334409714,0.0003,-9.03
0.36272042989730835,11668,556,2040,11769,0.47015950083732605,0.94,5,-3.0658071041107178,8.89,0.044440701603889465,0.0003,-7.95
-0.1514042466878891,11741,560,2053,11842,0.38360756635665894,0.93,5,-3.2822933197021484,9.34,0.04382940009236336,0.0003,-8.41
-0.6320743560791016,11768,564,2057,11869,0.241144061088562,0.94,5,-3.0416765213012695,9.0,0.04361100122332573,0.0003,-8.06
-0.2931886315345764,11801,568,2062,11902,0.26082563400268555,0.94,5,-2.8712329864501953,9.04,0.04334137588739395,0.0003,-8.1
-0.23344194889068604,11826,572,2066,11927,0.39088428020477295,0.94,5,-2.522080898284912,9.0,0.043142080307006836,0.0003,-8.06
-0.10306975245475769,11896,576,2077,11997,0.34924405813217163,0.93,5,-2.9950199127197266,9.42,0.04256927967071533,0.0003,-8.49
-0.43477192521095276,11967,580,2097,12068,0.6794663667678833,0.92,5,-3.083054780960083,9.86,0.04202016070485115,0.0003,-8.94
0.1603562831878662,11999,584,2107,12100,0.2692844867706299,0.92,5,-3.486873149871826,9.99,0.04178397357463837,0.0003,-9.07
-0.15509545803070068,12067,588,2128,12168,0.3140713572502136,0.92,5,-2.7338311672210693,9.97,0.04127943515777588,0.0003,-9.05
-0.16686740517616272,12089,592,2134,12190,0.42177265882492065,0.93,5,-3.0408902168273926,9.48,0.04112691432237625,0.0003,-8.55
-0.09875653684139252,12152,596,2145,12253,0.2696388065814972,0.92,5,-2.6151630878448486,9.89,0.0406535379588604,0.0003,-8.97
-0.1145329475402832,12216,600,2164,12317,0.3032458424568176,0.91,5,-2.2986719608306885,10.23,0.04021444171667099,0.0003,-9.32
0.21354863047599792,12237,604,2167,12338,0.40500766038894653,0.91,5,-2.2653143405914307,10.15,0.04007739573717117,0.0003,-9.24
-0.19412575662136078,12257,608,2171,12358,0.32010340690612793,0.91,5,-2.4681551456451416,10.16,0.03994011506438255,0.0003,-9.25
-0.4442082345485687,12275,612,2173,12376,0.29402488470077515,0.91,5,-2.944648265838623,10.12,0.039831582456827164,0.0003,-9.21
0.2492630034685135,12299,616,2177,12400,0.3414868116378784,0.92,5,-2.0859222412109375,9.69,0.0396675243973732,0.0003,-8.77
0.8295402526855469,12318,620,2180,12419,0.3193809390068054,0.93,5,-1.6263363361358643,9.15,0.03955983743071556,0.0003,-8.22
-0.19436535239219666,12383,624,2194,12484,0.23114453256130219,0.92,5,-1.0268187522888184,9.57,0.03917987272143364,0.0003,-8.65
-0.510193407535553,12403,628,2197,12504,0.3812717795372009,0.92,5,-2.060131549835205,9.57,0.0390581414103508,0.0003,-8.65
-0.7256448864936829,12471,632,2212,12572,0.2658255100250244,0.91,5,-2.157543659210205,9.98,0.03863517940044403,0.0003,-9.07
0.8365735411643982,12551,636,2224,12652,0.273952841758728,0.9,5,-1.503767728805542,10.58,0.03812773525714874,0.0003,-9.68
0.43890202045440674,12572,640,2229,12673,0.26580214500427246,0.9,5,-1.0129557847976685,10.49,0.037998199462890625,0.0003,-9.59
0.2785208523273468,12597,644,2234,12698,0.3932275176048279,0.9,5,-2.1888656616210938,10.46,0.03785661235451698,0.0003,-9.56
1.0033687353134155,12622,648,2238,12723,0.22888177633285522,0.91,5,-1.8491041660308838,10.02,0.0377032607793808,0.0003,-9.11
-0.031475283205509186,12691,652,2249,12792,0.2792057394981384,0.9,5,-2.4703428745269775,10.48,0.037301309406757355,0.0003,-9.58
0.7030861377716064,12721,656,2252,12822,0.3120771646499634,0.9,5,-1.443413257598877,10.53,0.037116389721632004,0.0003,-9.63
-0.3671274781227112,12749,660,2255,12850,0.288472056388855,0.91,5,-1.7101120948791504,10.08,0.036957912147045135,0.0003,-9.17
0.526517391204834,12774,664,2260,12875,0.3006429672241211,0.91,5,-1.342844843864441,10.06,0.03681907430291176,0.0003,-9.15
0.8495146632194519,12791,668,2262,12892,0.29208338260650635,0.91,5,-1.8368899822235107,9.9,0.036727771162986755,0.0003,-8.99
-0.06538738310337067,12816,672,2267,12917,0.2142721712589264,0.91,5,-1.7905954122543335,9.9,0.03658783808350563,0.0003,-8.99
0.22588536143302917,12833,676,2269,12934,0.28862664103507996,0.92,5,-1.6492228507995605,9.37,0.036493390798568726,0.0003,-8.45
-0.12209300696849823,12899,680,2283,13000,0.1999439001083374,0.92,5,-0.6122478246688843,9.32,0.03614719584584236,0.0003,-8.4
0.5471295714378357,12916,684,2290,13017,0.29244446754455566,0.92,5,-2.485590696334839,9.17,0.03606723994016647,0.0003,-8.25
-0.2041437327861786,12980,688,2301,13081,0.24980664253234863,0.92,5,-1.6482986211776733,9.13,0.035738345235586166,0.0003,-8.21
-0.2394690364599228,13047,692,2320,13148,0.2762186527252197,0.91,5,-2.0482654571533203,9.58,0.03539753332734108,0.0003,-8.67
0.22216281294822693,13066,696,2323,13167,0.2516264021396637,0.92,5,-2.4819412231445312,9.14,0.03529851883649826,0.0003,-8.22
-0.11341971158981323,13131,700,2340,13232,0.29505836963653564,0.92,5,-1.3661210536956787,9.15,0.03499508649110794,0.0003,-8.23
0.4180332124233246,13192,704,2351,13293,0.28768691420555115,0.91,5,-1.5575538873672485,9.55,0.03471606969833374,0.0003,-8.64
0.5053232908248901,13209,708,2355,13310,0.2550038993358612,0.91,5,-1.7887296676635742,9.52,0.03461744263768196,0.0003,-8.61
-1.1471918821334839,13277,712,2376,13378,0.24248139560222626,0.9,5,-1.447191596031189,10.02,0.03428228572010994,0.0003,-9.12
0.22289130091667175,13301,716,2383,13402,0.29331332445144653,0.9,5,-1.3405873775482178,10.02,0.03417413309216499,0.0003,-9.12
-0.25768953561782837,13355,720,2391,13456,0.3399915397167206,0.9,5,-0.8270868062973022,10.37,0.0339512899518013,0.0003,-9.47
0.323260635137558,13373,724,2394,13474,0.2558562159538269,0.91,5,-0.506366491317749,9.9,0.03388329595327377,0.0003,-8.99
0.6489765644073486,13393,728,2399,13494,0.47737109661102295,0.91,5,-1.4550211429595947,9.9,0.03381308168172836,0.0003,-8.99
0.4663478136062622,13425,732,2406,13526,0.3791857957839966,0.92,5,-0.6810177564620972,9.54,0.03369079530239105,0.0003,-8.62
0.4414757490158081,13448,736,2411,13549,0.30400967597961426,0.93,5,-1.71573805809021,8.97,0.033603403717279434,0.0003,-8.04
0.15433785319328308,13478,740,2417,13579,0.3815891146659851,0.93,5,-1.6311917304992676,9.06,0.0334867388010025,0.0003,-8.13
-0.10680172592401505,13498,744,2421,13599,0.27556169033050537,0.93,5,-0.8023358583450317,9.01,0.033412739634513855,0.0003,-8.08
-0.08708706498146057,13521,748,2426,13622,0.4718938171863556,0.93,5,-0.3452150225639343,8.99,0.03332670405507088,0.0003,-8.06
-0.4123501777648926,13632,752,2452,13733,0.2980925440788269,0.92,5,-1.4802451133728027,9.41,0.03293926268815994,0.0003,-8.49
0.07894813269376755,13645,756,2458,13746,0.3230789005756378,0.92,5,-1.4344676733016968,9.24,0.03290344402194023,0.0003,-8.32
-0.12051723897457123,13680,760,2473,13781,0.3231257498264313,0.92,5,-0.8155106902122498,9.31,0.032791923731565475,0.0003,-8.39
-0.06111976504325867,13706,764,2483,13807,0.38311314582824707,0.92,5,0.5616270899772644,9.32,0.03271827474236488,0.0003,-8.4
-0.14103072881698608,13725,768,2491,13826,0.4434075951576233,0.92,5,-0.9295212030410767,9.34,0.032695528119802475,0.0003,-8.42
0.44443219900131226,13793,772,2502,13894,0.23326033353805542,0.91,5,-0.8493072986602783,9.77,0.03252933546900749,0.0003,-8.86
0.3206675052642822,13811,776,2505,13912,0.29188382625579834,0.91,5,-1.2149182558059692,9.78,0.03247279301285744,0.0003,-8.87
0.7837104797363281,13928,780,2525,14029,0.2266225516796112,0.9,5,-0.5051516890525818,10.29,0.032172925770282745,0.0003,-9.39
0.5086588859558105,13951,784,2529,14052,0.300373911857605,0.9,5,-1.2270135879516602,10.35,0.03211821988224983,0.0003,-9.45
-0.23038911819458008,13975,788,2532,14076,0.25724732875823975,0.91,5,-0.8627183437347412,9.95,0.032057881355285645,0.0003,-9.04
0.5482406616210938,13996,792,2535,14097,0.26756641268730164,0.92,5,-0.5689056515693665,9.49,0.032018352299928665,0.0003,-8.57
0.5751191973686218,14018,796,2539,14119,0.24640566110610962,0.92,5,-0.9266545176506042,9.52,0.031947046518325806,0.0003,-8.6
-0.394997775554657,14041,800,2542,14142,0.22730889916419983,0.93,5,0.10094603151082993,9.1,0.031866639852523804,0.0003,-8.17
0.9567810297012329,14059,804,2545,14160,0.24196261167526245,0.94,5,-1.3843507766723633,8.67,0.03183305263519287,0.0003,-7.73
