train/ent_coef,rollout/ep_rew_mean,train/actor_loss,time/episodes,time/total_timesteps,train/ent_coef_loss,rollout/ep_len_mean,rollout/success_rate,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,train/n_updates
0.9710255861282349,-50.0,-3.5081663131713867,4,200,-0.148034006357193,50.0,0.0,0.0003,17,11,0.226030170917511,99
0.9258120059967041,-44.625,-4.018125057220459,8,359,-0.38713908195495605,44.875,0.25,0.0003,13,27,0.21006831526756287,258
0.8718645572662354,-46.416666666666664,-4.703705787658691,12,559,-0.6894847750663757,46.583333333333336,0.16666666666666666,0.0003,12,43,0.21310728788375854,458
0.8287637233734131,-45.3125,-5.2281646728515625,16,728,-0.9493993520736694,45.5,0.1875,0.0003,13,55,0.2707783579826355,627
0.7804721593856812,-46.25,-5.771897315979004,20,928,-1.2531362771987915,46.4,0.15,0.0003,13,69,0.31001317501068115,827
0.7445740699768066,-45.041666666666664,-6.096731662750244,24,1085,-1.491824746131897,45.208333333333336,0.16666666666666666,0.0003,13,79,0.26989930868148804,984
0.7116140723228455,-43.964285714285715,-6.416933059692383,28,1236,-1.7158799171447754,44.142857142857146,0.17857142857142858,0.0003,13,90,0.2044355273246765,1135
0.6702054142951965,-44.71875,-6.75838041305542,32,1436,-2.0147387981414795,44.875,0.15625,0.0003,13,107,0.20958736538887024,1335
0.6312099695205688,-45.30555555555556,-7.122985363006592,36,1636,-2.3217382431030273,45.44444444444444,0.1388888888888889,0.0003,13,122,0.30531156063079834,1535
0.5945053100585938,-45.775,-7.46899938583374,40,1836,-2.6248466968536377,45.9,0.125,0.0003,13,138,0.29143714904785156,1735
0.5599678754806519,-46.15909090909091,-7.505440711975098,44,2036,-2.9294352531433105,46.27272727272727,0.11363636363636363,0.0003,13,152,0.2760050296783447,1935
0.5330054759979248,-45.729166666666664,-7.742395401000977,48,2201,-3.157014846801758,45.854166666666664,0.125,0.0003,13,164,0.32095474004745483,2100
0.5021287202835083,-46.05769230769231,-7.586974620819092,52,2401,-3.4569854736328125,46.17307692307692,0.11538461538461539,0.0003,13,179,0.33558863401412964,2300
0.4746434986591339,-46.125,-8.013019561767578,56,2590,-3.7139029502868652,46.25,0.125,0.0003,12,204,0.15850496292114258,2489
0.44768446683883667,-46.31666666666667,-7.925419807434082,60,2787,-3.9694623947143555,46.45,0.13333333333333333,0.0003,12,225,0.42376530170440674,2686
0.42569321393966675,-46.046875,-7.79249906539917,64,2957,-4.197985649108887,46.203125,0.15625,0.0003,11,246,0.1622747927904129,2856
0.4063490927219391,-45.63235294117647,-7.6720991134643555,68,3114,-4.453028678894043,45.794117647058826,0.16176470588235295,0.0003,11,262,0.3026537001132965,3013
0.38841766119003296,-45.208333333333336,-7.660922050476074,72,3267,-4.641134262084961,45.375,0.16666666666666666,0.0003,11,276,0.1698114275932312,3166
0.36980900168418884,-45.01315789473684,-7.710380554199219,76,3434,-4.827925682067871,45.18421052631579,0.17105263157894737,0.0003,11,288,0.20690369606018066,3333
0.34877899289131165,-45.2625,-7.401986122131348,80,3634,-5.128532409667969,45.425,0.1625,0.0003,11,309,0.3078903257846832,3533
0.3365832567214966,-44.535714285714285,-7.492339611053467,84,3756,-5.254254341125488,44.714285714285715,0.17857142857142858,0.0003,11,323,0.19336950778961182,3655
0.3246748447418213,-43.89772727272727,-7.501303672790527,88,3880,-5.201416015625,44.09090909090909,0.19318181818181818,0.0003,11,338,0.19410350918769836,3779
0.31043919920921326,-43.66304347826087,-7.211544513702393,92,4035,-5.43527889251709,43.858695652173914,0.1956521739130435,0.0003,11,351,0.19348423182964325,3934
0.30103281140327454,-42.9375,-7.147204875946045,96,4142,-5.639699459075928,43.145833333333336,0.20833333333333334,0.0003,11,358,0.4068508744239807,4041
0.29084834456443787,-42.4,-6.921960830688477,100,4262,-5.491957187652588,42.62,0.22,0.0003,11,368,0.25359466671943665,4161
0.278270423412323,-41.93,-7.191293239593506,104,4417,-5.786601543426514,42.17,0.24,0.0003,11,386,0.3942103385925293,4316
0.2734934091567993,-40.94,-6.701183319091797,108,4478,-5.841153144836426,41.19,0.25,0.0003,11,393,0.2401113659143448,4377
0.2608400583267212,-40.6,-6.588767051696777,112,4645,-5.867366790771484,40.86,0.26,0.0003,11,412,0.43490517139434814,4544
0.2492276430130005,-40.53,-6.237316608428955,116,4807,-6.059079647064209,40.79,0.26,0.0003,11,431,0.2237505316734314,4706
0.23859895765781403,-40.08,-6.136104106903076,120,4963,-6.023647308349609,40.35,0.27,0.0003,11,447,0.19837015867233276,4862
0.22852373123168945,-40.07,-6.713831901550293,124,5119,-6.39030122756958,40.34,0.27,0.0003,11,460,0.2747909426689148,5018
0.2163413166999817,-40.57,-5.818121433258057,128,5319,-6.223772048950195,40.83,0.26,0.0003,10,485,0.23751914501190186,5218
0.2098354995250702,-39.67,-5.5053019523620605,132,5431,-6.459421157836914,39.95,0.28,0.0003,10,502,0.2066967487335205,5330
0.2013760209083557,-39.18,-5.669964790344238,136,5583,-5.910732269287109,39.47,0.29,0.0003,10,525,0.21141856908798218,5482
0.19536760449409485,-38.28,-5.668670654296875,140,5695,-6.336268901824951,38.59,0.31,0.0003,10,540,0.2295827865600586,5594
0.18942049145698547,-37.41,-5.488171577453613,144,5810,-6.385763168334961,37.74,0.33,0.0003,10,555,0.22031858563423157,5709
0.18319422006607056,-37.0,-5.835098743438721,148,5935,-6.544978618621826,37.34,0.34,0.0003,10,566,0.21154001355171204,5834
0.18098893761634827,-35.41,-5.228787899017334,152,5980,-6.3118791580200195,35.79,0.38,0.0003,10,570,0.1825963854789734,5879
0.17463640868663788,-34.84,-5.387375354766846,156,6113,-6.471622467041016,35.23,0.39,0.0003,10,584,0.21035730838775635,6012
0.17158451676368713,-33.51,-5.5088210105896,160,6179,-6.662410736083984,33.92,0.41,0.0003,10,592,0.19711631536483765,6078
0.16817764937877655,-32.55,-5.038768291473389,164,6254,-5.941101551055908,32.97,0.42,0.0003,10,602,0.23045513033866882,6153
0.16590476036071777,-31.46,-4.850366592407227,168,6305,-6.6521711349487305,31.91,0.45,0.0003,10,610,0.1823481321334839,6204
0.16348586976528168,-30.46,-4.959003448486328,172,6360,-6.45542049407959,30.93,0.47,0.0003,10,615,0.16108356416225433,6259
0.16277891397476196,-28.92,-4.504039764404297,176,6376,-6.806828022003174,29.42,0.5,0.0003,10,616,0.21078048646450043,6275
0.16176876425743103,-27.11,-5.1101579666137695,180,6399,-6.440572261810303,27.65,0.54,0.0003,10,618,0.15464317798614502,6298
0.1602146178483963,-26.23,-4.886824607849121,184,6435,-6.776144981384277,26.79,0.56,0.0003,10,620,0.21105098724365234,6334
0.1574942022562027,-25.62,-5.079745769500732,188,6499,-6.255359649658203,26.19,0.57,0.0003,10,625,0.24306875467300415,6398
0.15649797022342682,-24.28,-4.21194314956665,192,6523,-6.321119785308838,24.88,0.6,0.0003,10,628,0.14883622527122498,6422
0.15302330255508423,-24.04,-4.897857189178467,196,6607,-6.270784378051758,24.65,0.61,0.0003,10,642,0.19943156838417053,6506
0.15042436122894287,-23.47,-4.759645462036133,200,6671,-6.651915550231934,24.09,0.62,0.0003,10,653,0.24262914061546326,6570
0.14789052307605743,-22.54,-4.248182773590088,204,6734,-6.603699207305908,23.17,0.63,0.0003,10,661,0.25590747594833374,6633
0.14656022191047668,-22.26,-3.7910897731781006,208,6768,-6.652429580688477,22.9,0.64,0.0003,10,665,0.20930230617523193,6667
0.1457737386226654,-20.76,-4.192031383514404,212,6788,-6.350763320922852,21.43,0.67,0.0003,10,669,0.2278887927532196,6687
0.14496055245399475,-19.32,-4.400057792663574,216,6809,-6.961548805236816,20.02,0.7,0.0003,10,673,0.2231058031320572,6708
0.14388689398765564,-18.01,-4.200430393218994,220,6837,-6.807842254638672,18.74,0.73,0.0003,10,676,0.17621538043022156,6736
0.14140531420707703,-17.08,-4.009031295776367,224,6902,-6.593677520751953,17.83,0.75,0.0003,10,684,0.25301259756088257,6801
0.14077022671699524,-15.21,-4.213052749633789,228,6919,-6.3642706871032715,16.0,0.79,0.0003,10,686,0.24197691679000854,6818
0.14025163650512695,-14.21,-4.005073070526123,232,6933,-6.572269916534424,15.02,0.81,0.0003,10,687,0.209079310297966,6832
0.13884612917900085,-13.04,-3.599980354309082,236,6971,-6.837355136871338,13.88,0.84,0.0003,10,691,0.329351007938385,6870
0.13811500370502472,-12.1,-3.994880437850952,240,6991,-6.612548351287842,12.96,0.86,0.0003,10,693,0.16635125875473022,6890
0.13737797737121582,-11.13,-4.0749430656433105,244,7011,-6.794331073760986,12.01,0.88,0.0003,10,695,0.21993029117584229,6910
0.13690608739852905,-9.99,-3.913259506225586,248,7024,-6.986840724945068,10.89,0.9,0.0003,10,697,0.24831721186637878,6923
0.1362135410308838,-9.73,-3.5007646083831787,252,7043,-6.329285621643066,10.63,0.9,0.0003,10,700,0.16403508186340332,6942
0.1354970932006836,-8.58,-3.72526216506958,256,7063,-6.838472366333008,9.5,0.92,0.0003,10,702,0.21858297288417816,6962
