time/total_timesteps,train/learning_rate,time/fps,train/critic_loss,time/episodes,train/ent_coef,rollout/ep_rew_mean,rollout/success_rate,train/n_updates,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss
9147,0.0003,18,0.24152690172195435,720,0.0792347863316536,-2.48,1.0,9046,3.48,490,-1.4554533958435059,-5.676239490509033
9158,0.0003,18,0.2751598656177521,724,0.07903400808572769,-2.48,1.0,9057,3.48,491,-1.419201374053955,-5.858027458190918
9176,0.0003,18,0.24443933367729187,728,0.07870884239673615,-2.47,1.0,9075,3.47,492,-0.9621715545654297,-5.7295308113098145
9189,0.0003,18,0.23044779896736145,732,0.07847321778535843,-2.49,1.0,9088,3.49,492,-1.2622336149215698,-5.6706695556640625
9200,0.0003,18,0.22157052159309387,736,0.07827256619930267,-2.48,1.0,9099,3.48,493,-1.7135605812072754,-5.714613914489746
9214,0.0003,18,0.26730048656463623,740,0.07801503688097,-2.48,1.0,9113,3.48,493,-1.183706521987915,-4.763520240783691
9231,0.0003,18,0.2632123827934265,744,0.07771503180265427,-2.53,1.0,9130,3.53,494,-1.2460583448410034,-5.584524631500244
9245,0.0003,18,0.25815755128860474,748,0.07746636867523193,-2.53,1.0,9144,3.53,495,-0.95069819688797,-5.687266826629639
9262,0.0003,18,0.2865561842918396,752,0.07716058194637299,-2.54,1.0,9161,3.54,495,-1.577631950378418,-5.213618755340576
9277,0.0003,18,0.26518678665161133,756,0.07689134031534195,-2.56,1.0,9176,3.56,496,-0.5211803913116455,-5.074511528015137
9290,0.0003,18,0.21886704862117767,760,0.07666190713644028,-2.55,1.0,9189,3.55,497,-1.4644815921783447,-5.999178886413574
9305,0.0003,18,0.2889379858970642,764,0.07639534026384354,-2.52,1.0,9204,3.52,498,-1.634325385093689,-5.839692115783691
9318,0.0003,18,0.24475620687007904,768,0.07616456598043442,-2.5,1.0,9217,3.5,499,-1.5976369380950928,-5.350512504577637
9329,0.0003,18,0.2603851556777954,772,0.07597484439611435,-2.42,1.0,9228,3.42,499,-1.0216723680496216,-5.461286544799805
9343,0.0003,18,0.30215734243392944,776,0.07573221623897552,-2.43,1.0,9242,3.43,500,-1.2587143182754517,-4.834526062011719
9358,0.0003,18,0.3111667037010193,780,0.07547400891780853,-2.44,1.0,9257,3.44,500,-0.8263816833496094,-4.918215274810791
9372,0.0003,18,0.26302358508110046,784,0.07523735612630844,-2.47,1.0,9271,3.47,501,-1.274857759475708,-5.729911804199219
9388,0.0003,18,0.25304463505744934,788,0.07495938241481781,-2.5,1.0,9287,3.5,502,-1.0225756168365479,-4.963694095611572
9400,0.0003,18,0.24198946356773376,792,0.07475576549768448,-2.52,1.0,9299,3.52,502,-0.8739871382713318,-5.484265327453613
9411,0.0003,18,0.25190991163253784,796,0.07457153499126434,-2.49,1.0,9310,3.49,503,-0.5155987739562988,-5.471571445465088
