rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,time/fps,time/total_timesteps,train/n_updates,train/critic_loss,train/actor_loss,rollout/success_rate,train/learning_rate
-0.4444058999999999,1497,4.28,872,4,7149,7048,0.0021154778078198433,0.25577080249786377,1.0,0.001
-0.44642722999999995,1501,4.29,876,4,7167,7066,0.002468259073793888,0.24987755715847015,1.0,0.001
-0.435984,1507,4.24,880,4,7185,7084,0.001748697366565466,0.2072734832763672,1.0,0.001
-0.4145395799999999,1509,4.14,884,4,7198,7097,0.0021773474290966988,0.281042218208313,1.0,0.001
-0.41292264,1514,4.12,888,4,7213,7112,0.001969856210052967,0.32057541608810425,1.0,0.001
-0.41151195,1518,4.11,892,4,7231,7130,0.0019143938552588224,0.2529447674751282,1.0,0.001
-0.41554339,1522,4.11,896,4,7249,7148,0.0020935703068971634,0.30899277329444885,1.0,0.001
-0.4103786499999999,1524,4.08,900,4,7265,7164,0.0016545840771868825,0.2291542887687683,1.0,0.001
-0.41678555,1527,4.08,904,4,7281,7180,0.0016045905649662018,0.2139953225851059,1.0,0.001
-0.40797822000000006,1531,3.99,908,4,7297,7196,0.0013948478735983372,0.2515105903148651,1.0,0.001
-0.40489982999999996,1533,3.96,912,4,7311,7210,0.0019648035522550344,0.18919235467910767,1.0,0.001
-0.42204417000000005,1539,4.07,916,4,7335,7234,0.0016080662608146667,0.24534255266189575,1.0,0.001
-0.4147706400000001,1543,4.02,920,4,7350,7249,0.001964814495295286,0.1793575882911682,1.0,0.001
-0.4157023900000001,1546,4.02,924,4,7368,7267,0.001699992222711444,0.287139892578125,1.0,0.001
-0.42141856999999994,1550,4.06,928,4,7389,7288,0.002267531119287014,0.2553091049194336,1.0,0.001
-0.4142852000000001,1553,4.0,932,4,7403,7302,0.0024377719964832067,0.28022369742393494,1.0,0.001
-0.4111580800000001,1555,3.97,936,4,7418,7317,0.0023492705076932907,0.18179936707019806,1.0,0.001
-0.42590399999999995,1559,4.07,940,4,7436,7335,0.0033347588032484055,0.2846269905567169,1.0,0.001
-0.4311941600000001,1563,4.11,944,4,7454,7353,0.0017930719768628478,0.24483756721019745,1.0,0.001
-0.42340114,1565,4.06,948,4,7468,7367,0.0013043596409261227,0.18393857777118683,1.0,0.001
-0.42554568000000004,1568,4.07,952,4,7483,7382,0.001767969923093915,0.26471737027168274,1.0,0.001
-0.42636154999999987,1571,4.07,956,4,7499,7398,0.002066281856968999,0.28255659341812134,1.0,0.001
-0.43306533,1575,4.1,960,4,7516,7415,0.0016391221433877945,0.23493656516075134,1.0,0.001
-0.42582091999999994,1577,4.04,964,4,7530,7429,0.0013445783406496048,0.2757735848426819,1.0,0.001
-0.43705193999999997,1580,4.14,968,4,7547,7446,0.0013095962349325418,0.26896148920059204,1.0,0.001
-0.43585390999999996,1586,4.18,972,4,7567,7466,0.0016293588560074568,0.20645150542259216,1.0,0.001
-0.42859346000000004,1588,4.11,976,4,7578,7477,0.0030980906449258327,0.2330533117055893,1.0,0.001
-0.4202124199999999,1590,4.03,980,4,7588,7487,0.007128661964088678,0.1716868132352829,1.0,0.001
-0.43486413999999995,1594,4.09,984,4,7607,7506,0.002011850941926241,0.1936616152524948,1.0,0.001
-0.43082405,1597,4.07,988,4,7620,7519,0.001317475689575076,0.22124217450618744,1.0,0.001
-0.42789154,1601,4.06,992,4,7637,7536,0.0013285542372614145,0.2306366264820099,1.0,0.001
-0.42598085,1605,4.09,996,4,7658,7557,0.0021176887676119804,0.254486083984375,1.0,0.001
-0.42867368,1609,4.15,1000,4,7680,7579,0.0018233146984130144,0.2572607100009918,1.0,0.001
-0.43146266,1613,4.18,1004,4,7699,7598,0.0018129909876734018,0.2413707673549652,1.0,0.001
-0.43960783,1619,4.33,1008,4,7730,7629,0.002066337503492832,0.23831534385681152,1.0,0.001
-0.44171280999999996,1623,4.34,1012,4,7745,7644,0.0017314811702817678,0.24060627818107605,1.0,0.001
-0.42113278,1624,4.21,1016,4,7756,7655,0.0010520059149712324,0.3379420042037964,1.0,0.001
-0.42467749999999993,1629,4.25,1020,4,7775,7674,0.0013909192057326436,0.2540959119796753,1.0,0.001
-0.42038055999999996,1631,4.24,1024,4,7792,7691,0.0022322232834994793,0.2562936544418335,1.0,0.001
-0.40932082000000003,1633,4.16,1028,4,7805,7704,0.0017063876148313284,0.25479695200920105,1.0,0.001
-0.41058329999999993,1636,4.18,1032,4,7821,7720,0.0013356972485780716,0.24687576293945312,1.0,0.001
