train/ent_coef_loss,train/actor_loss,rollout/success_rate,time/episodes,time/time_elapsed,train/critic_loss,train/n_updates,time/total_timesteps,train/learning_rate,train/ent_coef,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean
-10.823488235473633,9.220173835754395,0.17,176,714,0.04204954952001572,7609,7710,0.0003,0.1029186099767685,43.41,10,-43.24
-10.56420612335205,9.621650695800781,0.18,180,724,1.2614649534225464,7761,7862,0.0003,0.0986078754067421,42.93,10,-42.75
-10.672426223754883,10.1801118850708,0.18,184,735,0.32065728306770325,7914,8015,0.0003,0.09449822455644608,42.74,10,-42.56
-10.33447265625,10.751409530639648,0.19,188,744,0.0512717142701149,8072,8173,0.0003,0.09046806395053864,42.32,10,-42.13
-10.345407485961914,11.217045783996582,0.2,192,753,1.1284359693527222,8207,8308,0.0003,0.08719617873430252,42.12,11,-41.92
-9.762907981872559,11.465581893920898,0.22,196,763,0.6848369836807251,8329,8430,0.0003,0.08440109342336655,41.34,11,-41.12
-10.723991394042969,11.953790664672852,0.23,200,773,0.6404271125793457,8439,8540,0.0003,0.0820031389594078,40.79,11,-40.56
-9.85402774810791,12.60042953491211,0.22,204,790,0.09078355878591537,8639,8740,0.0003,0.07788366079330444,41.18,11,-40.96
-9.623798370361328,12.807400703430176,0.25,208,797,0.9365736246109009,8716,8817,0.0003,0.07637456059455872,39.95,11,-39.7
-9.78141975402832,13.318161010742188,0.26,212,809,0.08872219920158386,8885,8986,0.0003,0.07318747043609619,39.64,11,-39.38
-9.379752159118652,13.568548202514648,0.27,216,815,0.48055922985076904,8955,9056,0.0003,0.07192189991474152,39.03,11,-38.76
-9.506503105163574,13.879334449768066,0.27,220,826,0.4982348084449768,9107,9208,0.0003,0.0692899227142334,38.81,11,-38.54
-9.004902839660645,14.316564559936523,0.28,224,837,0.12228181213140488,9261,9362,0.0003,0.06679081916809082,38.35,11,-38.07
-7.991240501403809,14.711942672729492,0.27,228,857,0.1358339786529541,9461,9562,0.0003,0.06369516253471375,38.83,11,-38.56
-8.572896003723145,15.154376983642578,0.28,232,867,0.14668351411819458,9575,9676,0.0003,0.06200288608670235,38.44,11,-38.16
-7.870011806488037,15.20753288269043,0.31,236,873,1.261790156364441,9644,9745,0.0003,0.06101086363196373,37.13,11,-36.82
-8.187127113342285,15.512699127197266,0.32,240,885,1.440446376800537,9799,9900,0.0003,0.05887933075428009,36.68,11,-36.36
-7.813887596130371,15.923579216003418,0.35,244,894,1.2181419134140015,9916,10017,0.0003,0.057318419218063354,35.85,11,-35.5
-7.902575492858887,16.589160919189453,0.35,248,906,0.7870680093765259,10096,10197,0.0003,0.05497914180159569,36.06,11,-35.71
-7.6783037185668945,16.583131790161133,0.36,252,910,1.4305963516235352,10156,10257,0.0003,0.05423225089907646,35.57,11,-35.21
-7.252105712890625,16.52110481262207,0.4,256,914,0.15442918241024017,10214,10315,0.0003,0.053528886288404465,34.15,11,-33.75
-7.611332893371582,16.578065872192383,0.44,260,916,1.1066646575927734,10246,10347,0.0003,0.053151387721300125,32.47,11,-32.03
-7.234778881072998,16.823415756225586,0.48,264,918,0.6939353942871094,10281,10382,0.0003,0.05272752419114113,30.82,11,-30.34
-6.773989200592041,16.888830184936523,0.49,268,925,1.7794523239135742,10392,10493,0.0003,0.051448605954647064,30.57,11,-30.08
-6.656742095947266,16.894325256347656,0.51,272,930,1.59822416305542,10452,10553,0.0003,0.05079713091254234,30.01,11,-29.5
-7.782567501068115,16.783912658691406,0.54,276,932,2.348313808441162,10484,10585,0.0003,0.05045641213655472,28.75,11,-28.21
-6.790807247161865,17.141408920288086,0.54,280,945,1.5412092208862305,10640,10741,0.0003,0.048732515424489975,28.79,11,-28.25
-6.414494514465332,17.48854637145996,0.56,284,952,0.7195614576339722,10733,10834,0.0003,0.04775474965572357,28.19,11,-27.63
-6.832642555236816,17.628774642944336,0.57,288,959,0.9558658599853516,10858,10959,0.0003,0.04650408402085304,27.86,11,-27.29
-7.180751323699951,17.76207160949707,0.58,292,964,0.22965389490127563,10917,11018,0.0003,0.04591694101691246,27.1,11,-26.52
-5.99665641784668,17.871265411376953,0.58,296,973,2.881321668624878,11039,11140,0.0003,0.04473349452018738,27.1,11,-26.52
-5.245457172393799,18.227689743041992,0.57,300,982,0.9869812726974487,11193,11294,0.0003,0.043338749557733536,27.54,11,-26.97
-5.204748153686523,18.165767669677734,0.61,304,984,3.368610143661499,11243,11344,0.0003,0.04291944205760956,26.04,11,-25.43
-5.211614608764648,18.38425064086914,0.61,308,989,1.1234498023986816,11317,11418,0.0003,0.0423119030892849,26.01,11,-25.4
-3.152425765991211,17.981618881225586,0.64,312,991,1.2633082866668701,11345,11446,0.0003,0.04209012910723686,24.6,11,-23.96
-4.866133689880371,18.14703369140625,0.65,316,994,0.9667558073997498,11380,11481,0.0003,0.041844677180051804,24.25,11,-23.6
-4.971030235290527,18.241527557373047,0.67,320,999,1.0898423194885254,11466,11567,0.0003,0.04117061197757721,23.59,11,-22.92
-4.294471263885498,18.329391479492188,0.69,324,1002,0.6236445903778076,11529,11630,0.0003,0.04069223254919052,22.68,11,-21.99
-4.073564052581787,18.28087043762207,0.72,328,1005,2.8018362522125244,11602,11703,0.0003,0.04014531522989273,21.41,11,-20.69
-3.5623905658721924,18.2785587310791,0.72,332,1012,0.3705933690071106,11727,11828,0.0003,0.03927523270249367,21.52,11,-20.8
-4.376679420471191,18.401447296142578,0.72,336,1016,2.919804096221924,11796,11897,0.0003,0.03881349787116051,21.52,11,-20.8
-4.833047866821289,18.51845359802246,0.75,340,1019,2.0473382472991943,11841,11942,0.0003,0.038481712341308594,20.42,11,-19.67
-2.5845720767974854,18.645580291748047,0.76,344,1023,2.355618476867676,11896,11997,0.0003,0.038110777735710144,19.8,11,-19.04
-3.936221122741699,18.09821319580078,0.78,348,1028,3.6543965339660645,11961,12062,0.0003,0.037736859172582626,18.65,11,-17.87
-4.036933898925781,18.238059997558594,0.79,352,1031,2.0864744186401367,12005,12106,0.0003,0.037469666451215744,18.49,11,-17.7
-3.7493371963500977,18.59175682067871,0.78,356,1036,2.3630218505859375,12068,12169,0.0003,0.03707854449748993,18.54,11,-17.76
-2.8313534259796143,18.67809295654297,0.78,360,1039,2.427030563354492,12116,12217,0.0003,0.03680533170700073,18.7,11,-17.92
-2.3325881958007812,18.395132064819336,0.78,364,1042,3.8933000564575195,12160,12261,0.0003,0.03654901310801506,18.79,11,-18.01
-4.300955772399902,18.451169967651367,0.79,368,1044,3.01399564743042,12186,12287,0.0003,0.0364065058529377,17.94,11,-17.15
-3.639113664627075,18.634618759155273,0.79,372,1045,1.790204644203186,12217,12318,0.0003,0.03622424975037575,17.65,11,-16.86
-2.6922991275787354,18.296464920043945,0.79,376,1046,2.753694534301758,12230,12331,0.0003,0.03614535182714462,17.46,11,-16.67
-2.9011645317077637,18.294248580932617,0.82,380,1048,2.0925230979919434,12262,12363,0.0003,0.03597458451986313,16.22,11,-15.4
-3.2112996578216553,18.381006240844727,0.83,384,1049,4.289316177368164,12281,12382,0.0003,0.03587738424539566,15.48,11,-14.65
-1.883642554283142,18.51429557800293,0.85,388,1051,0.4366527497768402,12311,12412,0.0003,0.03571486100554466,14.53,11,-13.68
-2.4193084239959717,18.501602172851562,0.86,392,1052,0.6596362590789795,12336,12437,0.0003,0.03559000417590141,14.19,11,-13.33
-3.145583152770996,18.457683563232422,0.88,396,1053,2.123032569885254,12350,12451,0.0003,0.03552879020571709,13.11,11,-12.23
-1.7100694179534912,18.68113136291504,0.91,400,1055,3.390251874923706,12367,12468,0.0003,0.035456568002700806,11.74,11,-10.83
-2.125431776046753,18.30699920654297,0.91,404,1058,4.723960876464844,12394,12495,0.0003,0.03534118831157684,11.51,11,-10.6
-1.7591965198516846,17.95785140991211,0.92,408,1062,2.847175359725952,12418,12519,0.0003,0.03524564951658249,11.01,11,-10.09
-2.866647243499756,18.336994171142578,0.92,412,1066,2.462277412414551,12466,12567,0.0003,0.03505387157201767,11.21,11,-10.29
-2.0869598388671875,18.14789390563965,0.92,416,1068,3.557126045227051,12485,12586,0.0003,0.03498304635286331,11.05,11,-10.13
-1.5052005052566528,18.189451217651367,0.93,420,1071,5.445584297180176,12516,12617,0.0003,0.03486109524965286,10.5,11,-9.57
-2.7501583099365234,18.13237190246582,0.94,424,1073,4.155428409576416,12538,12639,0.0003,0.03477141261100769,10.09,11,-9.15
-1.6117031574249268,18.23503875732422,0.95,428,1079,3.4931180477142334,12608,12709,0.0003,0.034519013017416,10.06,11,-9.11
-1.2665973901748657,17.763633728027344,0.97,432,1081,5.544357776641846,12632,12733,0.0003,0.034435905516147614,9.05,11,-8.08
-0.3766922056674957,17.956405639648438,0.98,436,1082,3.796720027923584,12644,12745,0.0003,0.03439686447381973,8.48,11,-7.5
0.2620702385902405,18.298084259033203,0.98,440,1084,3.687896966934204,12667,12768,0.0003,0.034335874021053314,8.26,11,-7.28
-1.2585043907165527,17.6083927154541,0.98,444,1086,2.867091178894043,12691,12792,0.0003,0.034282635897397995,7.95,11,-6.97
-0.40839964151382446,17.783653259277344,0.99,448,1087,1.6537683010101318,12713,12814,0.0003,0.03420964255928993,7.52,11,-6.53
-1.5989298820495605,18.025712966918945,0.99,452,1088,5.371344089508057,12725,12826,0.0003,0.03417903929948807,7.2,11,-6.21
-1.060986876487732,18.110336303710938,1.0,456,1091,2.3338165283203125,12774,12875,0.0003,0.03406611084938049,7.06,11,-6.06
-0.4796188175678253,18.49150848388672,1.0,460,1093,3.0874314308166504,12793,12894,0.0003,0.03402695059776306,6.77,11,-5.77
-1.1266313791275024,18.20696258544922,1.0,464,1094,2.576669692993164,12815,12916,0.0003,0.033992230892181396,6.55,11,-5.55
-0.6288406848907471,17.870159149169922,1.0,468,1096,1.5021450519561768,12837,12938,0.0003,0.03393629938364029,6.51,11,-5.51
-2.35894513130188,17.717384338378906,1.0,472,1097,3.3830978870391846,12857,12958,0.0003,0.03389305621385574,6.4,11,-5.4
-1.0399750471115112,18.207847595214844,1.0,476,1099,3.290804624557495,12878,12979,0.0003,0.033833812922239304,6.48,11,-5.48
-0.9236136674880981,17.788326263427734,1.0,480,1100,4.110992431640625,12896,12997,0.0003,0.033806655555963516,6.34,11,-5.34
-0.5119455456733704,17.556819915771484,1.0,484,1102,4.621462345123291,12922,13023,0.0003,0.033760733902454376,6.41,11,-5.41
0.549618124961853,17.371501922607422,1.0,488,1103,3.9850456714630127,12941,13042,0.0003,0.03372424468398094,6.3,11,-5.3
0.17611633241176605,17.873319625854492,1.0,492,1105,3.539893865585327,12962,13063,0.0003,0.033734411001205444,6.26,11,-5.26
1.1416141986846924,17.28508949279785,1.0,496,1106,3.83066725730896,12983,13084,0.0003,0.03373442590236664,6.33,11,-5.33
-1.3382710218429565,16.958675384521484,1.0,500,1108,4.478233337402344,13006,13107,0.0003,0.03374963626265526,6.39,11,-5.39
-0.9344236850738525,17.387807846069336,0.99,504,1112,5.2817487716674805,13070,13171,0.0003,0.033702775835990906,6.76,11,-5.77
-0.4920966327190399,17.227561950683594,0.99,508,1113,3.7638728618621826,13084,13185,0.0003,0.03369817137718201,6.66,11,-5.67
-0.7297493815422058,17.19666862487793,0.99,512,1114,3.4747371673583984,13103,13204,0.0003,0.03369353711605072,6.37,11,-5.38
1.064476728439331,17.074499130249023,0.98,516,1119,1.9804229736328125,13163,13264,0.0003,0.03369389846920967,6.78,11,-5.8
-0.05647292733192444,17.056867599487305,0.98,520,1121,3.077483892440796,13193,13294,0.0003,0.03372080996632576,6.77,11,-5.79
0.3617262840270996,16.99162483215332,0.98,524,1122,6.171656131744385,13207,13308,0.0003,0.033726148307323456,6.69,11,-5.71
-0.42474886775016785,17.370298385620117,0.98,528,1126,2.5392932891845703,13268,13369,0.0003,0.0338221900165081,6.6,11,-5.62
0.46087512373924255,16.576793670654297,0.98,532,1127,2.2547075748443604,13293,13394,0.0003,0.03384306654334068,6.61,11,-5.63
-0.043805934488773346,16.804359436035156,0.98,536,1131,4.392481803894043,13335,13436,0.0003,0.03389577195048332,6.91,11,-5.93
-0.45629167556762695,16.653148651123047,0.98,540,1133,1.6801719665527344,13353,13454,0.0003,0.03391340374946594,6.86,11,-5.88
0.7516692280769348,16.56307029724121,0.98,544,1134,5.119812965393066,13368,13469,0.0003,0.0339258573949337,6.77,11,-5.79
1.2511684894561768,16.40396499633789,0.98,548,1136,3.3007514476776123,13391,13492,0.0003,0.033976100385189056,6.78,11,-5.8
1.4935556650161743,16.233692169189453,0.98,552,1137,1.4588028192520142,13405,13506,0.0003,0.0340193510055542,6.8,11,-5.82
0.9289548397064209,16.471763610839844,0.98,556,1138,5.1393890380859375,13419,13520,0.0003,0.03406593203544617,6.45,11,-5.47
1.53857421875,16.33769416809082,0.98,560,1140,4.856614112854004,13436,13537,0.0003,0.03415003418922424,6.43,11,-5.45
0.5087788105010986,16.907447814941406,0.98,564,1141,3.9169836044311523,13449,13550,0.0003,0.0342186875641346,6.34,11,-5.36
0.9352273344993591,16.256677627563477,0.98,568,1142,2.799001693725586,13463,13564,0.0003,0.03426725044846535,6.26,11,-5.28
1.660569667816162,16.279891967773438,0.98,572,1143,3.1266770362854004,13479,13580,0.0003,0.03432394564151764,6.22,11,-5.24
2.802623987197876,16.371109008789062,0.98,576,1145,2.845299005508423,13501,13602,0.0003,0.034415338188409805,6.23,11,-5.25
2.060939311981201,15.829780578613281,0.98,580,1146,1.8230409622192383,13511,13612,0.0003,0.03447386622428894,6.15,11,-5.17
1.7607636451721191,15.68802261352539,0.96,584,1155,2.341702461242676,13616,13717,0.0003,0.035146564245224,6.94,11,-5.98
1.6779601573944092,15.62458610534668,0.95,588,1163,2.3733692169189453,13677,13778,0.0003,0.035513512790203094,7.36,11,-6.41
2.487220048904419,15.766879081726074,0.95,592,1166,1.7596864700317383,13701,13802,0.0003,0.03567570447921753,7.39,11,-6.44
2.509861469268799,15.40572452545166,0.95,596,1169,2.2831649780273438,13726,13827,0.0003,0.035861093550920486,7.43,11,-6.48
2.0045077800750732,15.59713077545166,0.95,600,1171,2.133124828338623,13742,13843,0.0003,0.035989124327898026,7.36,11,-6.41
2.7876596450805664,14.774446487426758,0.95,604,1177,2.5057532787323,13807,13908,0.0003,0.03652789443731308,7.37,11,-6.42
2.008800506591797,14.731122970581055,0.95,608,1178,2.1449737548828125,13820,13921,0.0003,0.036647431552410126,7.36,11,-6.41
2.954904556274414,14.656816482543945,0.95,612,1179,2.2621536254882812,13833,13934,0.0003,0.0367521233856678,7.3,11,-6.35
3.1879019737243652,15.0543212890625,0.96,616,1181,2.4848179817199707,13856,13957,0.0003,0.03696037828922272,6.93,11,-5.97
3.8581275939941406,14.677217483520508,0.96,620,1183,1.8812451362609863,13883,13984,0.0003,0.03719634935259819,6.9,11,-5.94
2.7024381160736084,14.513038635253906,0.96,624,1188,2.0280261039733887,13931,14032,0.0003,0.037652388215065,7.24,11,-6.28
3.0400853157043457,14.336234092712402,0.96,628,1190,2.3896894454956055,13957,14058,0.0003,0.03789783641695976,6.89,11,-5.93
3.082336187362671,13.908071517944336,0.96,632,1191,1.7985894680023193,13977,14078,0.0003,0.03808016702532768,6.84,11,-5.88
2.6188130378723145,13.756759643554688,0.95,636,1196,1.7085082530975342,14044,14145,0.0003,0.03872676566243172,7.09,11,-6.14
2.1286849975585938,13.832038879394531,0.95,640,1197,2.3742432594299316,14059,14160,0.0003,0.038866057991981506,7.06,11,-6.11
1.9840178489685059,13.842205047607422,0.95,644,1198,1.6137149333953857,14075,14176,0.0003,0.03903169557452202,7.07,11,-6.12
1.9079328775405884,13.497065544128418,0.95,648,1200,2.549440860748291,14101,14202,0.0003,0.039253149181604385,7.1,11,-6.15
2.1680147647857666,13.640745162963867,0.95,652,1201,2.2497854232788086,14112,14213,0.0003,0.03935620188713074,7.07,11,-6.12
3.065615653991699,13.676093101501465,0.95,656,1203,1.4038763046264648,14135,14236,0.0003,0.0395829975605011,7.16,11,-6.21
2.729116916656494,13.492633819580078,0.95,660,1205,2.501401424407959,14162,14263,0.0003,0.039885636419057846,7.26,11,-6.31
3.1831140518188477,13.73554515838623,0.95,664,1208,1.8284038305282593,14190,14291,0.0003,0.04024067148566246,7.41,11,-6.46
2.672659397125244,13.820810317993164,0.94,668,1213,1.464552879333496,14252,14353,0.0003,0.04090271145105362,7.89,11,-6.95
1.8727344274520874,13.225921630859375,0.94,672,1215,1.6417841911315918,14278,14379,0.0003,0.04117479547858238,7.99,11,-7.05
3.177588701248169,12.830718040466309,0.94,676,1217,2.98807430267334,14304,14405,0.0003,0.04144738242030144,8.03,11,-7.09
1.7578542232513428,13.033985137939453,0.94,680,1220,2.3090693950653076,14353,14454,0.0003,0.04193660989403725,8.42,11,-7.48
2.5652010440826416,12.573261260986328,0.96,684,1221,1.7832378149032593,14374,14475,0.0003,0.04213893786072731,7.58,11,-6.62
1.2290127277374268,12.044225692749023,0.97,688,1224,1.2642954587936401,14405,14506,0.0003,0.04245242103934288,7.28,11,-6.31
2.381385564804077,12.948851585388184,0.97,692,1225,0.9795017242431641,14429,14530,0.0003,0.042669154703617096,7.28,11,-6.31
2.045814037322998,12.342344284057617,0.97,696,1226,2.1719889640808105,14444,14545,0.0003,0.04281739890575409,7.18,11,-6.21
1.8818949460983276,12.669421195983887,0.97,700,1229,2.0052719116210938,14482,14583,0.0003,0.04316061735153198,7.4,11,-6.43
1.7740412950515747,11.957470893859863,0.98,704,1234,1.9014408588409424,14541,14642,0.0003,0.04363108426332474,7.34,11,-6.36
1.3706728219985962,11.499452590942383,0.98,708,1235,1.4717531204223633,14557,14658,0.0003,0.0437663197517395,7.37,11,-6.39
2.469538688659668,11.758683204650879,0.98,712,1237,1.809549331665039,14581,14682,0.0003,0.043944381177425385,7.48,11,-6.5
2.6101150512695312,11.58417797088623,0.98,716,1238,1.799976110458374,14597,14698,0.0003,0.04409300163388252,7.41,11,-6.43
2.4993977546691895,11.608081817626953,0.98,720,1239,2.064818859100342,14610,14711,0.0003,0.044218119233846664,7.27,11,-6.29
1.4721404314041138,11.803979873657227,0.98,724,1240,1.4628255367279053,14630,14731,0.0003,0.044404152780771255,6.99,11,-6.01
1.0571519136428833,11.769793510437012,0.98,728,1242,1.850996971130371,14656,14757,0.0003,0.04460102319717407,6.99,11,-6.01
1.5391061305999756,11.678130149841309,0.98,732,1243,1.4164834022521973,14670,14771,0.0003,0.04470207169651985,6.93,11,-5.95
0.6430301070213318,10.612141609191895,0.99,736,1245,1.855971336364746,14699,14800,0.0003,0.04494859278202057,6.55,11,-5.56
1.553322196006775,11.54809856414795,0.99,740,1246,1.5667798519134521,14716,14817,0.0003,0.0450655035674572,6.57,11,-5.58
0.9194515347480774,11.938679695129395,0.99,744,1248,1.1397652626037598,14740,14841,0.0003,0.04520290717482567,6.65,11,-5.66
2.199793815612793,11.299806594848633,0.99,748,1250,1.3808062076568604,14766,14867,0.0003,0.04539559409022331,6.65,11,-5.66
1.000899314880371,10.756294250488281,0.99,752,1251,1.599662184715271,14782,14883,0.0003,0.04552573338150978,6.7,11,-5.71
0.7847928404808044,10.794736862182617,0.99,756,1253,1.4554585218429565,14802,14903,0.0003,0.04564877972006798,6.67,11,-5.68
0.36510682106018066,10.838275909423828,0.99,760,1255,1.4453761577606201,14823,14924,0.0003,0.04576180502772331,6.61,11,-5.62
1.88303804397583,11.516999244689941,0.99,764,1256,1.027095079421997,14837,14938,0.0003,0.045837223529815674,6.47,11,-5.48
1.18584406375885,11.271913528442383,1.0,768,1257,1.7813316583633423,14855,14956,0.0003,0.04595828428864479,6.03,11,-5.03
1.8675742149353027,10.848991394042969,1.0,772,1259,1.223623275756836,14869,14970,0.0003,0.04605766385793686,5.91,11,-4.91
1.0956612825393677,11.52657699584961,1.0,776,1260,1.9737160205841064,14883,14984,0.0003,0.04617127403616905,5.79,11,-4.79
0.6882627010345459,11.085944175720215,1.0,780,1261,1.0366449356079102,14898,14999,0.0003,0.04625663161277771,5.45,11,-4.45
0.8790721893310547,11.27468204498291,1.0,784,1262,1.2014880180358887,14917,15018,0.0003,0.0463462695479393,5.43,11,-4.43
1.84077787399292,11.406341552734375,1.0,788,1263,1.9491069316864014,14933,15034,0.0003,0.04641732946038246,5.28,11,-4.28
0.5639393329620361,11.125452041625977,1.0,792,1264,1.6137466430664062,14945,15046,0.0003,0.046490628272295,5.16,11,-4.16
0.7144911885261536,11.150932312011719,1.0,796,1265,1.1953954696655273,14959,15060,0.0003,0.046563807874917984,5.15,11,-4.15
0.22068637609481812,10.199951171875,1.0,800,1267,1.5068638324737549,14977,15078,0.0003,0.046664219349622726,4.95,11,-3.95
1.0067658424377441,10.51824951171875,1.0,804,1268,1.296726942062378,14993,15094,0.0003,0.0467485710978508,4.52,11,-3.52
0.23998814821243286,10.563644409179688,1.0,808,1269,1.4037212133407593,15006,15107,0.0003,0.046827953308820724,4.49,11,-3.49
0.06027078628540039,10.29507827758789,1.0,812,1270,1.542637586593628,15024,15125,0.0003,0.04694259539246559,4.43,11,-3.43
0.3767036199569702,10.529438972473145,1.0,816,1271,1.092728614807129,15037,15138,0.0003,0.047014594078063965,4.4,11,-3.4
0.35134273767471313,10.415278434753418,1.0,820,1273,1.487215280532837,15050,15151,0.0003,0.047104813158512115,4.4,11,-3.4
